id,Faixa Etária,Gênero,Cor,Área de Residência,Tipo de Escola no Ensino Médio,Trabalha,Renda Individual,Escolaridade dos Cuidadores,Renda Familiar Total,Área Conhecimento,Período,responsaveis_custear_estudos,Bolsa ProUni,Foi bom aluno no E.M,Incentivo para Universidade,Influência externa na decisão,Contato com graduados,Capital cultural,Satisfação com a escolha do curso,Satisfação com o desempenho,Percepção de satisfação dos professores,Participação em atividades extracurriculares,Relações positivas na universidade,Organização do tempo,Outras responsabilidades não interferem nos estudos,Ambiente adequado em casa,Teve expansão cultural,Tem suporte dos amigos,Percebe suporte da Universidade,Mal-estar na Universidade,Prejuízos por desafios extraacadêmicos,Frequentemente deseja trancar o curso,Expectativas alcançadas,Faixa Etária_numerico,Gênero_numerico,Cor_numerico,Área de Residência_numerico,Tipo de Escola no Ensino Médio_numerico,Trabalha_numerico,Renda Individual_numerico,Escolaridade dos Cuidadores_numerico,Renda Familiar Total_numerico,Área Conhecimento_numerico,Período_numerico,responsaveis_custear_estudos_numerico,Bolsa ProUni_numerico,Foi bom aluno no E.M_numerico,Incentivo para Universidade_numerico,Influência externa na decisão_numerico,Contato com graduados_numerico,Capital cultural_numerico,Satisfação com a escolha do curso_numerico,Satisfação com o desempenho_numerico,Percepção de satisfação dos professores_numerico,Participação em atividades extracurriculares_numerico,Relações positivas na universidade_numerico,Organização do tempo_numerico,Outras responsabilidades não interferem nos estudos_numerico,Ambiente adequado em casa_numerico,Teve expansão cultural_numerico,Tem suporte dos amigos_numerico,Percebe suporte da Universidade_numerico,Mal-estar na Universidade_numerico,Prejuízos por desafios extraacadêmicos_numerico,Frequentemente deseja trancar o curso_numerico,Expectativas alcançadas_numerico
181,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Ciências Exatas e da Terra,7° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,4,4,5,3,5,1,2,5,9,6,3,22,2,3,3,3,3,2,3,3,3,3,3,3,3,2,1,3,3,1,1,1,3
182,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Fundamental Incompleto,Até 1 salário mínimo e meio,Ciências da Saúde,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Concordo,4,3,5,3,1,4,1,9,8,3,9,5,1,3,3,2,1,3,3,3,3,1,3,3,3,3,2,3,3,1,2,1,3
183,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências Humanas,5° Período,"Meus estudos são custeados integralmente por mim., Tenho bolsa de estudos integral pelo PROUNI.",Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Discordo,4,3,5,3,1,1,2,7,8,5,5,27,1,3,3,3,3,3,2,2,2,3,3,1,1,1,3,2,1,3,3,3,1
184,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 4 a 6 salários mínimos,Ciências da Saúde,3° Período,"Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,3,5,3,5,4,1,5,5,3,7,6,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,1,3
185,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Menos que 1 salário mínimo,Graduação completa.,Acima de 11 salários mínimos,Ciências da Saúde,2° Período,"Meus estudos são custeados parcialmente por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,3,5,3,4,3,2,5,9,3,8,12,2,3,3,1,3,2,3,3,3,2,3,3,3,3,3,3,1,3,2,1,2
186,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Até 1 salário mínimo e meio,Ciências da Saúde,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,4,3,5,2,1,4,1,7,8,3,7,5,1,3,3,3,1,2,3,3,3,2,3,2,1,1,3,3,3,3,3,3,3
187,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola pública.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio completo.,Não sabe ou preferiu não informar,Ciências da Saúde,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,4,3,5,2,1,4,1,7,1,3,7,5,1,3,3,3,1,2,3,3,3,2,3,1,1,1,3,3,3,3,3,3,3
188,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 4 a 6 salários mínimos,Ciências Sociais,3° Período,"Meus estudos são custeados parcialmente por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,4,3,5,3,3,1,2,3,5,4,7,9,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,3
189,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular com bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Ensino Médio incompleto.,De 4 a 6 salários mínimos,Ciências da Saúde,6° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,4,3,5,3,5,4,1,6,5,3,4,19,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3
190,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Graduação incompleta.,Até 1 salário mínimo e meio,Ciências da Saúde,2° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,4,3,5,3,3,2,2,4,8,3,8,5,1,3,3,1,1,2,3,2,2,1,3,3,1,2,1,1,3,3,3,2,1
191,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,Acima de 11 salários mínimos,Ciências da Saúde,1° Período,Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,4,4,1,3,4,1,2,3,9,3,9,4,2,2,3,3,3,3,3,2,2,3,2,1,1,3,3,3,3,3,3,1,3
192,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Graduação completa.,Até 1 salário mínimo e meio,Engenharias e Tecnologias,8° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Discordo,4,3,5,3,1,1,2,5,8,1,2,5,1,2,3,2,3,3,2,2,1,1,1,2,1,3,2,1,1,3,2,1,1
193,entre 18 e 29 anos.,Não-binário.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Humanas,2° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,2,5,3,4,4,1,3,3,5,8,25,2,3,3,1,2,3,3,3,3,3,3,1,1,1,2,3,2,3,3,1,2
194,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências da Saúde,6° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,4,4,5,3,1,1,2,7,7,3,4,5,1,3,3,1,2,3,3,3,3,3,3,3,1,3,1,3,2,3,3,2,3
195,entre 30 e 39 anos.,Mulher cisgênero.,Preta.,Zona rural.,Escola pública.,"Sim, regularmente, em período integral.",De 4 a 6 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências da Saúde,3° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,3,3,1,4,1,2,5,3,3,3,7,31,2,3,3,3,2,1,3,3,3,3,2,3,1,1,2,2,1,3,2,1,2
196,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,5° Período,"Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.",Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,4,3,3,2,4,1,2,3,3,4,5,33,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2
197,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Exatas e da Terra,5° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,4,5,2,5,1,2,7,7,6,5,5,1,3,3,2,3,3,2,1,3,1,3,1,3,1,3,3,1,3,3,1,2
198,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,10° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,1,2,2,5,5,5,12,31,2,3,3,2,1,3,3,2,2,3,3,1,1,1,2,3,1,3,3,1,2
199,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, eventualmente.",Até 1 salário mínimo e meio,Graduação completa.,De 7 a 11 salários mínimos,Ciências Humanas,10° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Não concordo nem discordo,4,3,5,3,4,3,8,5,3,5,12,25,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,1,1,2
200,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Graduação incompleta.,De 7 a 11 salários mínimos,Ciências Sociais,1° Período,"Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,4,4,5,2,5,2,8,4,3,4,9,35,2,1,1,1,1,3,1,2,1,2,1,3,3,3,2,1,1,3,2,3,1
201,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,De 4 a 6 salários mínimos,"Comunicação, Letras e Artes",1° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,4,3,5,2,4,4,1,5,5,2,9,25,2,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,2,1,1,3
202,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana periférica.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,3° Período,Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.,Não,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,4,4,1,2,3,1,8,5,5,5,7,4,2,1,3,1,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3
203,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Engenharias e Tecnologias,7° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,3,3,5,1,2,7,7,1,3,5,1,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2
204,entre 18 e 29 anos.,Homem cisgênero.,Parda.,Área de vulnerabilidade social,Escola pública.,"Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,"Comunicação, Letras e Artes",4° Período,"Meus estudos são parcialmente financiados (FIES, PRAVALER, etc.)., Tenho bolsa de estudos parcial pelo PROUNI.",Sim,Não concordo nem discordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Discordo,Concordo,4,4,3,1,1,2,2,7,7,2,6,7,1,2,3,3,1,1,3,3,3,1,3,1,1,1,3,3,1,2,3,1,3
205,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, eventualmente.",Menos que 1 salário mínimo,Graduação completa.,De 4 a 6 salários mínimos,Ciências Humanas,3° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo,4,3,3,3,3,3,2,5,5,5,7,5,1,3,3,3,3,3,3,3,3,1,3,3,1,2,1,1,3,3,1,1,3
206,entre 50 e 59 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola pública.,"Sim, regularmente, em período integral.",Até 1 salário mínimo e meio,Sem escolaridade.,Até 1 salário mínimo e meio,Ciências da Saúde,7° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Não concordo nem discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,1,4,1,3,1,2,8,1,8,3,3,5,1,2,1,3,3,1,3,2,2,1,2,1,1,1,3,3,2,2,3,2,3
207,entre 40 e 49 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, eventualmente.",Menos que 1 salário mínimo,Ensino Médio completo.,Não sabe ou preferiu não informar,Ciências da Saúde,8° Período,Meus estudos são custeados integralmente por mim.,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,2,3,5,3,3,3,2,7,1,3,2,31,2,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,1,3,1,1,3
208,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,Acima de 11 salários mínimos,Engenharias e Tecnologias,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Discordo,Não concordo nem discordo,4,3,5,3,4,4,1,5,9,1,7,25,2,3,3,3,3,2,2,1,3,3,2,2,1,3,2,3,2,3,3,1,2
209,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona rural.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Pós-graduação completa,Acima de 11 salários mínimos,Engenharias e Tecnologias,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,5,4,4,1,2,3,9,1,7,25,2,3,3,1,3,3,2,1,1,3,2,2,2,3,3,3,2,3,3,3,2
210,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).","Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Graduação completa.,De 4 a 6 salários mínimos,Ciências Sociais,6° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,4,3,5,3,3,1,8,5,5,4,4,25,2,3,3,3,2,1,3,3,2,3,2,3,1,2,1,2,1,3,2,1,2
211,entre 18 e 29 anos.,Mulher cisgênero.,Branca.,Zona urbana central.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período integral.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências da Saúde,10° Período,Meus estudos são custeados em parte por mim e em parte por outra(s) pessoa(s).,Não,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Concordo,Discordo,Discordo,Concordo,4,3,5,3,4,2,2,7,7,3,12,36,2,3,2,2,1,3,3,3,3,3,3,3,1,3,2,2,1,3,1,1,3
212,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).",Não trabalho nem exerço atividade remunerada.,Até 3 salários mínimos,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,3° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho benefício e/ou desconto institucional (professores, funcionários, ex-alunos, empresas parceiras, etc.).",Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,4,3,3,3,3,4,7,3,3,4,7,22,2,2,3,3,3,3,3,1,2,1,2,1,1,3,1,3,1,3,3,2,2
213,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana central.,"Escola pública com entrada por processo seletivo (instituto federal, colégio militar, CEFET, COLTEC, etc.).",Não trabalho nem exerço atividade remunerada.,Sem renda ou preferiu não informar,Graduação completa.,Menos que 1 salário mínimo,Engenharias e Tecnologias,1° Período,Tenho bolsa de estudos integral pelo PROUNI.,Sim,Concordo,Concordo,Concordo,Concordo,Discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,Concordo,Não concordo nem discordo,4,3,3,3,3,4,1,5,2,1,9,5,1,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2
214,entre 18 e 29 anos.,Mulher cisgênero.,Parda.,Zona urbana periférica.,Escola particular com bolsa de estudos.,"Sim, regularmente, em período parcial.",Até 1 salário mínimo e meio,Pós-graduação completa,De 4 a 6 salários mínimos,Engenharias e Tecnologias,10° Período,"Meus estudos são custeados integralmente por outra(s) pessoa(s)., Tenho bolsa de estudos parcial pelo Bolsa Social PUC Minas.",Não,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Não concordo nem discordo,4,3,3,2,5,1,8,3,5,1,12,20,2,3,3,3,3,1,3,1,1,3,1,1,1,1,3,3,1,3,3,3,2
215,entre 18 e 29 anos.,Homem cisgênero.,Preta.,Zona urbana central.,Escola particular sem bolsa de estudos.,Não trabalho nem exerço atividade remunerada.,Até 1 salário mínimo e meio,Pós-graduação completa,De 7 a 11 salários mínimos,Ciências Sociais,3° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Discordo,Discordo,Discordo,Concordo,4,4,1,3,4,4,8,3,3,4,7,25,2,2,3,3,3,3,3,2,3,1,3,3,3,3,3,2,2,1,1,1,3
216,entre 18 e 29 anos.,Homem cisgênero.,Branca.,Zona urbana periférica.,Escola particular sem bolsa de estudos.,"Sim, regularmente, em período parcial.",Menos que 1 salário mínimo,Ensino Médio completo.,Até 3 salários mínimos,Ciências Humanas,9° Período,Meus estudos são custeados integralmente por outra(s) pessoa(s).,Não,Concordo,Concordo,Concordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Não concordo nem discordo,Discordo,Concordo,4,4,5,2,4,1,2,7,7,5,1,25,2,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,1,3,2,1,3
